"Date","SurvivalProbabilities"
"19-Feb-2009","0.99517831906227"
"19-Feb-2010","0.98936886044923"
"21-Feb-2011","0.98253195800614"
"20-Feb-2012","0.97403908032891"
"19-Feb-2013","0.96685603768366"
"19-Feb-2014","0.96093449320417"
"19-Feb-2015","0.95272042211347"
